evidence_id,doc_id,page,excerpt
E-0794,D-0384,5,Transaction narrative indicates cross-border activity requiring review.
E-0795,D-0384,5,Transaction narrative indicates cross-border activity requiring review.
E-0796,D-0385,1,Screening result requires a secondary analyst assessment.
E-0797,D-0385,17,Transaction narrative indicates cross-border activity requiring review.
E-0798,D-0386,3,Source-of-funds declaration has been received and indexed.
E-0799,D-0386,10,Onboarding questionnaire records elevated jurisdiction exposure.
E-0800,D-0387,4,Onboarding questionnaire records elevated jurisdiction exposure.
E-0801,D-0387,15,Source-of-funds declaration has been received and indexed.
E-0802,D-0387,13,Transaction narrative indicates cross-border activity requiring review.
E-0803,D-0388,15,Onboarding questionnaire records elevated jurisdiction exposure.
E-0804,D-0388,3,Screening result requires a secondary analyst assessment.
E-0805,D-0388,15,Onboarding questionnaire records elevated jurisdiction exposure.
E-0806,D-0389,15,Beneficial owner identity confirmed against a synthetic registry extract.
E-0807,D-0389,4,Beneficial owner identity confirmed against a synthetic registry extract.
E-0808,D-0390,10,Transaction narrative indicates cross-border activity requiring review.
E-0809,D-0390,7,Onboarding questionnaire records elevated jurisdiction exposure.
E-0810,D-0390,4,Onboarding questionnaire records elevated jurisdiction exposure.
E-0811,D-0391,10,Onboarding questionnaire records elevated jurisdiction exposure.
E-0812,D-0391,17,Corporate registry extract confirms directorship details.
E-0813,D-0391,13,Transaction narrative indicates cross-border activity requiring review.
E-0814,D-0392,15,Screening result requires a secondary analyst assessment.
E-0815,D-0393,9,Corporate registry extract confirms directorship details.
E-0816,D-0393,12,Transaction narrative indicates cross-border activity requiring review.
E-0817,D-0393,18,Corporate registry extract confirms directorship details.
E-0818,D-0394,15,Screening result requires a secondary analyst assessment.
E-0819,D-0395,16,Transaction narrative indicates cross-border activity requiring review.
E-0820,D-0395,17,Corporate registry extract confirms directorship details.
E-0821,D-0395,5,Beneficial owner identity confirmed against a synthetic registry extract.
E-0822,D-0396,2,Transaction narrative indicates cross-border activity requiring review.
E-0823,D-0396,11,Screening result requires a secondary analyst assessment.
E-0824,D-0396,17,Source-of-funds declaration has been received and indexed.
E-0825,D-0397,3,Transaction narrative indicates cross-border activity requiring review.
E-0826,D-0397,9,Onboarding questionnaire records elevated jurisdiction exposure.
E-0827,D-0398,13,Corporate registry extract confirms directorship details.
E-0828,D-0398,17,Transaction narrative indicates cross-border activity requiring review.
E-0829,D-0398,12,Beneficial owner identity confirmed against a synthetic registry extract.
E-0830,D-0399,17,Source-of-funds declaration has been received and indexed.
E-0831,D-0399,9,Screening result requires a secondary analyst assessment.
E-0832,D-0399,12,Screening result requires a secondary analyst assessment.
E-0833,D-0400,6,Screening result requires a secondary analyst assessment.
E-0834,D-0400,8,Screening result requires a secondary analyst assessment.
E-0835,D-0400,13,Transaction narrative indicates cross-border activity requiring review.
E-0836,D-0401,9,Onboarding questionnaire records elevated jurisdiction exposure.
E-0837,D-0401,15,Corporate registry extract confirms directorship details.
E-0838,D-0401,5,Screening result requires a secondary analyst assessment.
E-0839,D-0402,15,Corporate registry extract confirms directorship details.
E-0840,D-0402,18,Source-of-funds declaration has been received and indexed.
E-0841,D-0403,12,Corporate registry extract confirms directorship details.
E-0842,D-0403,13,Beneficial owner identity confirmed against a synthetic registry extract.
E-0843,D-0404,13,Transaction narrative indicates cross-border activity requiring review.
E-0844,D-0405,7,Corporate registry extract confirms directorship details.
E-0845,D-0405,13,Transaction narrative indicates cross-border activity requiring review.
E-0846,D-0405,5,Beneficial owner identity confirmed against a synthetic registry extract.
E-0847,D-0406,10,Transaction narrative indicates cross-border activity requiring review.
E-0848,D-0406,14,Transaction narrative indicates cross-border activity requiring review.
E-0849,D-0407,3,Source-of-funds declaration has been received and indexed.
E-0850,D-0408,17,Beneficial owner identity confirmed against a synthetic registry extract.
E-0851,D-0408,1,Beneficial owner identity confirmed against a synthetic registry extract.
E-0852,D-0408,10,Beneficial owner identity confirmed against a synthetic registry extract.
E-0853,D-0409,5,Corporate registry extract confirms directorship details.
E-0854,D-0409,5,Source-of-funds declaration has been received and indexed.
E-0855,D-0410,4,Source-of-funds declaration has been received and indexed.
E-0856,D-0410,17,Onboarding questionnaire records elevated jurisdiction exposure.
E-0857,D-0410,16,Beneficial owner identity confirmed against a synthetic registry extract.
E-0858,D-0411,7,Corporate registry extract confirms directorship details.
E-0859,D-0411,17,Source-of-funds declaration has been received and indexed.
E-0860,D-0411,17,Onboarding questionnaire records elevated jurisdiction exposure.
E-0861,D-0412,13,Transaction narrative indicates cross-border activity requiring review.
E-0862,D-0412,10,Screening result requires a secondary analyst assessment.
E-0863,D-0413,14,Onboarding questionnaire records elevated jurisdiction exposure.
E-0864,D-0414,5,Transaction narrative indicates cross-border activity requiring review.
E-0865,D-0414,13,Beneficial owner identity confirmed against a synthetic registry extract.
E-0866,D-0415,10,Beneficial owner identity confirmed against a synthetic registry extract.
E-0867,D-0416,3,Screening result requires a secondary analyst assessment.
E-0868,D-0416,16,Source-of-funds declaration has been received and indexed.
E-0869,D-0416,5,Source-of-funds declaration has been received and indexed.
E-0870,D-0417,18,Transaction narrative indicates cross-border activity requiring review.
E-0871,D-0418,14,Beneficial owner identity confirmed against a synthetic registry extract.
E-0872,D-0418,12,Transaction narrative indicates cross-border activity requiring review.
E-0873,D-0418,15,Beneficial owner identity confirmed against a synthetic registry extract.
E-0874,D-0419,17,Beneficial owner identity confirmed against a synthetic registry extract.
E-0875,D-0420,16,Screening result requires a secondary analyst assessment.
E-0876,D-0420,16,Screening result requires a secondary analyst assessment.
E-0877,D-0420,8,Beneficial owner identity confirmed against a synthetic registry extract.
E-0878,D-0421,6,Transaction narrative indicates cross-border activity requiring review.
E-0879,D-0421,7,Onboarding questionnaire records elevated jurisdiction exposure.
E-0880,D-0421,5,Transaction narrative indicates cross-border activity requiring review.
E-0881,D-0422,7,Onboarding questionnaire records elevated jurisdiction exposure.
E-0882,D-0423,12,Beneficial owner identity confirmed against a synthetic registry extract.
E-0883,D-0423,15,Source-of-funds declaration has been received and indexed.
E-0884,D-0423,11,Onboarding questionnaire records elevated jurisdiction exposure.
E-0885,D-0424,9,Onboarding questionnaire records elevated jurisdiction exposure.
E-0886,D-0425,10,Source-of-funds declaration has been received and indexed.
E-0887,D-0426,7,Beneficial owner identity confirmed against a synthetic registry extract.
E-0888,D-0427,7,Source-of-funds declaration has been received and indexed.
E-0889,D-0428,5,Corporate registry extract confirms directorship details.
E-0890,D-0428,12,Corporate registry extract confirms directorship details.
E-0891,D-0428,4,Screening result requires a secondary analyst assessment.
E-0892,D-0429,8,Onboarding questionnaire records elevated jurisdiction exposure.
E-0893,D-0430,15,Screening result requires a secondary analyst assessment.
E-0894,D-0431,14,Onboarding questionnaire records elevated jurisdiction exposure.
E-0895,D-0431,3,Source-of-funds declaration has been received and indexed.
E-0896,D-0432,2,Onboarding questionnaire records elevated jurisdiction exposure.
E-0897,D-0433,11,Transaction narrative indicates cross-border activity requiring review.
E-0898,D-0433,18,Transaction narrative indicates cross-border activity requiring review.
E-0899,D-0433,8,Transaction narrative indicates cross-border activity requiring review.
E-0900,D-0434,1,Onboarding questionnaire records elevated jurisdiction exposure.
E-0901,D-0434,8,Transaction narrative indicates cross-border activity requiring review.
E-0902,D-0435,7,Beneficial owner identity confirmed against a synthetic registry extract.
E-0903,D-0435,6,Beneficial owner identity confirmed against a synthetic registry extract.
E-0904,D-0436,5,Screening result requires a secondary analyst assessment.
E-0905,D-0436,3,Source-of-funds declaration has been received and indexed.
E-0906,D-0436,5,Corporate registry extract confirms directorship details.
E-0907,D-0437,15,Source-of-funds declaration has been received and indexed.
E-0908,D-0437,3,Beneficial owner identity confirmed against a synthetic registry extract.
E-0909,D-0438,3,Beneficial owner identity confirmed against a synthetic registry extract.
E-0910,D-0438,7,Beneficial owner identity confirmed against a synthetic registry extract.
E-0911,D-0438,6,Screening result requires a secondary analyst assessment.
E-0912,D-0439,3,Screening result requires a secondary analyst assessment.
E-0913,D-0439,10,Corporate registry extract confirms directorship details.
E-0914,D-0439,18,Source-of-funds declaration has been received and indexed.
E-0915,D-0440,11,Screening result requires a secondary analyst assessment.
E-0916,D-0440,9,Source-of-funds declaration has been received and indexed.
E-0917,D-0441,14,Screening result requires a secondary analyst assessment.
E-0918,D-0442,12,Onboarding questionnaire records elevated jurisdiction exposure.
E-0919,D-0442,4,Transaction narrative indicates cross-border activity requiring review.
E-0920,D-0443,9,Beneficial owner identity confirmed against a synthetic registry extract.
E-0921,D-0443,12,Corporate registry extract confirms directorship details.
E-0922,D-0444,9,Transaction narrative indicates cross-border activity requiring review.
E-0923,D-0444,17,Corporate registry extract confirms directorship details.
E-0924,D-0444,16,Beneficial owner identity confirmed against a synthetic registry extract.
E-0925,D-0445,4,Beneficial owner identity confirmed against a synthetic registry extract.
E-0926,D-0446,7,Source-of-funds declaration has been received and indexed.
E-0927,D-0446,13,Source-of-funds declaration has been received and indexed.
E-0928,D-0447,8,Onboarding questionnaire records elevated jurisdiction exposure.
E-0929,D-0447,16,Onboarding questionnaire records elevated jurisdiction exposure.
E-0930,D-0448,10,Screening result requires a secondary analyst assessment.
E-0931,D-0448,5,Transaction narrative indicates cross-border activity requiring review.
E-0932,D-0448,14,Screening result requires a secondary analyst assessment.
E-0933,D-0449,6,Transaction narrative indicates cross-border activity requiring review.
E-0934,D-0450,2,Corporate registry extract confirms directorship details.
E-0935,D-0450,13,Screening result requires a secondary analyst assessment.
E-0936,D-0450,15,Transaction narrative indicates cross-border activity requiring review.
E-0937,D-0451,9,Screening result requires a secondary analyst assessment.
E-0938,D-0451,4,Onboarding questionnaire records elevated jurisdiction exposure.
E-0939,D-0452,8,Onboarding questionnaire records elevated jurisdiction exposure.
E-0940,D-0453,9,Beneficial owner identity confirmed against a synthetic registry extract.
E-0941,D-0453,3,Beneficial owner identity confirmed against a synthetic registry extract.
E-0942,D-0453,6,Onboarding questionnaire records elevated jurisdiction exposure.
E-0943,D-0454,4,Screening result requires a secondary analyst assessment.
E-0944,D-0454,6,Onboarding questionnaire records elevated jurisdiction exposure.
E-0945,D-0455,6,Corporate registry extract confirms directorship details.
E-0946,D-0455,18,Corporate registry extract confirms directorship details.
E-0947,D-0456,17,Source-of-funds declaration has been received and indexed.
E-0948,D-0456,12,Source-of-funds declaration has been received and indexed.
E-0949,D-0457,14,Onboarding questionnaire records elevated jurisdiction exposure.
E-0950,D-0457,5,Source-of-funds declaration has been received and indexed.
E-0951,D-0458,11,Transaction narrative indicates cross-border activity requiring review.
E-0952,D-0458,4,Corporate registry extract confirms directorship details.
E-0953,D-0458,14,Screening result requires a secondary analyst assessment.
E-0954,D-0459,11,Beneficial owner identity confirmed against a synthetic registry extract.
E-0955,D-0460,8,Source-of-funds declaration has been received and indexed.
E-0956,D-0461,7,Onboarding questionnaire records elevated jurisdiction exposure.
E-0957,D-0461,5,Source-of-funds declaration has been received and indexed.
E-0958,D-0462,2,Transaction narrative indicates cross-border activity requiring review.
E-0959,D-0462,6,Beneficial owner identity confirmed against a synthetic registry extract.
E-0960,D-0463,16,Source-of-funds declaration has been received and indexed.
E-0961,D-0463,4,Transaction narrative indicates cross-border activity requiring review.
E-0962,D-0463,17,Transaction narrative indicates cross-border activity requiring review.
E-0963,D-0464,1,Onboarding questionnaire records elevated jurisdiction exposure.
E-0964,D-0464,6,Corporate registry extract confirms directorship details.
E-0965,D-0465,17,Source-of-funds declaration has been received and indexed.
E-0966,D-0465,4,Beneficial owner identity confirmed against a synthetic registry extract.
E-0967,D-0466,3,Source-of-funds declaration has been received and indexed.
E-0968,D-0466,12,Onboarding questionnaire records elevated jurisdiction exposure.
E-0969,D-0466,10,Source-of-funds declaration has been received and indexed.
E-0970,D-0467,1,Transaction narrative indicates cross-border activity requiring review.
E-0971,D-0468,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0972,D-0468,12,Transaction narrative indicates cross-border activity requiring review.
E-0973,D-0468,15,Screening result requires a secondary analyst assessment.
E-0974,D-0469,13,Source-of-funds declaration has been received and indexed.
E-0975,D-0469,4,Screening result requires a secondary analyst assessment.
E-0976,D-0469,6,Transaction narrative indicates cross-border activity requiring review.
E-0977,D-0470,14,Transaction narrative indicates cross-border activity requiring review.
E-0978,D-0470,12,Corporate registry extract confirms directorship details.
E-0979,D-0470,8,Transaction narrative indicates cross-border activity requiring review.
E-0980,D-0471,5,Onboarding questionnaire records elevated jurisdiction exposure.
E-0981,D-0471,18,Source-of-funds declaration has been received and indexed.
E-0982,D-0471,12,Screening result requires a secondary analyst assessment.
E-0983,D-0472,16,Screening result requires a secondary analyst assessment.
E-0984,D-0473,18,Corporate registry extract confirms directorship details.
E-0985,D-0473,6,Source-of-funds declaration has been received and indexed.
E-0986,D-0474,9,Transaction narrative indicates cross-border activity requiring review.
E-0987,D-0475,3,Transaction narrative indicates cross-border activity requiring review.
E-0988,D-0475,6,Corporate registry extract confirms directorship details.
E-0989,D-0475,7,Source-of-funds declaration has been received and indexed.
E-0990,D-0476,6,Source-of-funds declaration has been received and indexed.
E-0991,D-0476,1,Corporate registry extract confirms directorship details.
E-0992,D-0476,6,Transaction narrative indicates cross-border activity requiring review.
E-0993,D-0477,14,Beneficial owner identity confirmed against a synthetic registry extract.
E-0994,D-0477,15,Transaction narrative indicates cross-border activity requiring review.
E-0995,D-0478,15,Corporate registry extract confirms directorship details.
E-0996,D-0478,9,Onboarding questionnaire records elevated jurisdiction exposure.
E-0997,D-0478,6,Transaction narrative indicates cross-border activity requiring review.
E-0998,D-0479,8,Screening result requires a secondary analyst assessment.
E-0999,D-0479,18,Onboarding questionnaire records elevated jurisdiction exposure.
E-1000,D-0479,18,Beneficial owner identity confirmed against a synthetic registry extract.
E-1001,D-0480,7,Onboarding questionnaire records elevated jurisdiction exposure.
E-1002,D-0480,11,Screening result requires a secondary analyst assessment.
E-1003,D-0481,7,Source-of-funds declaration has been received and indexed.
E-1004,D-0482,18,Beneficial owner identity confirmed against a synthetic registry extract.
E-1005,D-0482,12,Source-of-funds declaration has been received and indexed.
E-1006,D-0482,7,Screening result requires a secondary analyst assessment.
E-1007,D-0483,7,Corporate registry extract confirms directorship details.
E-1008,D-0483,16,Source-of-funds declaration has been received and indexed.
E-1009,D-0484,4,Source-of-funds declaration has been received and indexed.
E-1010,D-0485,7,Beneficial owner identity confirmed against a synthetic registry extract.
E-1011,D-0485,13,Corporate registry extract confirms directorship details.
E-1012,D-0485,8,Beneficial owner identity confirmed against a synthetic registry extract.
E-1013,D-0486,17,Screening result requires a secondary analyst assessment.
E-1014,D-0486,2,Source-of-funds declaration has been received and indexed.
E-1015,D-0486,6,Beneficial owner identity confirmed against a synthetic registry extract.
E-1016,D-0487,13,Beneficial owner identity confirmed against a synthetic registry extract.
E-1017,D-0487,8,Corporate registry extract confirms directorship details.
E-1018,D-0488,12,Source-of-funds declaration has been received and indexed.
E-1019,D-0489,14,Source-of-funds declaration has been received and indexed.
E-1020,D-0489,14,Beneficial owner identity confirmed against a synthetic registry extract.
E-1021,D-0490,9,Transaction narrative indicates cross-border activity requiring review.
E-1022,D-0490,10,Onboarding questionnaire records elevated jurisdiction exposure.
E-1023,D-0490,14,Corporate registry extract confirms directorship details.
E-1024,D-0491,10,Corporate registry extract confirms directorship details.
E-1025,D-0491,16,Onboarding questionnaire records elevated jurisdiction exposure.
E-1026,D-0492,16,Screening result requires a secondary analyst assessment.
E-1027,D-0492,14,Screening result requires a secondary analyst assessment.
E-1028,D-0493,1,Corporate registry extract confirms directorship details.
E-1029,D-0494,7,Corporate registry extract confirms directorship details.
